text	label
Certidão de Publicação Expedida Relação :0125/2017 Data da Disponibilização: 28/04/2017 Data da Publicação: 02/05/2017 Número do Diário: 2336 Página: 743/757	H:Suspenso
Ofício Expedido Ofício - Aditamento de Guia de Recolhimento - Crime	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Transitado em Julgado aos 25/04/2017	H:Arquivado
Mandado Devolvido Cumprido Positivo e Negativo CERTIDÃO - MANDADO CUMPRIDO NEGATIVOCERTIFICO eu, Oficial de Justiça, que em cumprimento ao mandado nº 650.2017/009137-5, depois de dirigir-me nos dias 10; 14 e 18/11/2017, a Avenida Independência, 765, em horários alternados, e ali, nas respectivas datas, após interfonar por várias vezes no apartamento 24, não fui atendido. Posteriormente, no dia 24/11/2017, retornei ao endereço acima, e aí sendo, DEIXEI DE CITAR a Requerida em virtude de mais uma vez não a encontrar. Fui informado pela funcionária da portaria a distancia, Sra. Meire, de que o apartamento 24 do condomínio desse endereço, encontra-se desocupado, livre de coisas e pessoas, não sabendo informar o paradeiro da ré. Diante do exposto, esgotados os meios para o integral cumprimento do presente mandado, devolvo-o a SADM, para o que for de direito. NADA MAIS. Todo o referido é verdade e dou fé.Valinhos, 10 de dezembro de 2017.Número de Cotas: 01 Cota/mapa	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 07/12/2018 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 07/12/2018 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente ARQUIVADO EM 24/01/2019 - PACOTE 7394/2019	H:Arquivado
Petição Juntada	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Certidão de Publicação Expedida Relação :0456/2016 Data da Disponibilização: 13/10/2016 Data da Publicação: 14/10/2016 Número do Diário: 2220 Página: 1618/1622	H:Arquivado
Decisão	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público	H:Ativo
Certidão de Publicação Expedida Relação :0213/2019 Data da Disponibilização: 29/03/2019 Data da Publicação: 01/04/2019 Número do Diário: 2778 Página: 3165/3171	H:Ativo
Processo Entranhado Entranhado ao processo 1007896-54.2015.8.26.0066 - Classe: Procedimento Comum - Assunto principal: Compra e Venda	H:Ativo
Ato Ordinatório - Não Publicável Ato Ordinatório - Genérico - Com Atos e Não Publicável	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/04/2019 devido à alteração da tabela de feriados	H:Ativo
Autos Destruídos CÍVIL	H:Arquivado
Certidão de Publicação Expedida Relação :0100/2017 Data da Disponibilização: 05/04/2017 Data da Publicação: 06/04/2017 Número do Diário: Página:	H:Arquivado
Recebidos Os Autos (Retorno Do Tst)	H:Ativo
Arquivado Definitivamente	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Certidão de Publicação Expedida Relação :0001/2018 Data da Disponibilização: 23/01/2018 Data da Publicação: 24/01/2018 Número do Diário: 2503 Página: 3259/3298	H:Arquivado
Baixa Definitiva aguardando arquivamento após 01/12/2015	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Juntada - Petição Número do Documento:201900565369 - Proger Regional de Alcântara	H:Ativo
Autos Entregues em Carga ao Advogado do Réu Pz 08/04/2019 End: Rua Maria Paula, 67 - 1º andar.Tel: 3130-9046 Apenas 1 vl Entregue à: Amanda França Batista. RG: 52096670. OAB/SP: 227.636-E Tipo de local de destino: Advogado Especificação do local de destino: Kelly Paulino Venancio	H:Ativo
Ato Ordinatório - Publicável Ao requerente: Recolher as custas e despesas processuais em aberto, conforme informando na página 62.	H:Ativo
Certidão de Publicação Expedida Relação :0182/2015 Data da Disponibilização: 22/10/2015 Data da Publicação: 23/10/2015 Número do Diário: 1993 Página: 2221	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 20/11/2018 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 20/11/2018 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida-Art. 267, I, IV, VI e IX do CPC. Certidão - Trânsito em Julgado com Baixa - Sem Resolução do Mérito - Art. 267, I, IV, VI e IX do CPC - Processo Digital	H:Arquivado
Remetidos os Autos para o Perito Tipo de local de destino: Perito Especificação do local de destino: Perito	H:Ativo
Carta de Intimação Expedida Carta - Intimação - Genérica - Execução Fiscal	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Início da Execução Juntado 0007309-49.2019.8.26.0053 - Cumprimento de Sentença contra a Fazenda Pública	H:Ativo
Arquivado Definitivamente Arquivado na caixa 7014/2017 Volume 1 - Recall: 9001969244007 Volume 2 - Recall: 9001969244006	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1412Maço recebido pelo arquivo em:05/07/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Ofício Expedido Ofício - IIRGD - Decisão - Crime	H:Suspenso
Certidão de Publicação Expedida Relação :0031/2019 Data da Disponibilização: 22/02/2019 Data da Publicação: 25/02/2019 Número do Diário: 2755 Página: 569/577	H:Ativo
Certidão de Publicação Expedida Relação :0391/2016 Data da Disponibilização: 27/10/2016 Data da Publicação: 31/10/2016 Número do Diário: 2230 Página: 2161/2173	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 07/03/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0091/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1507/1522	H:Ativo
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Autos no Prazo pz 16/03/19 - ag. retorno do proc. principal para redistribuir ao setor de execução. Vencimento: 01/10/2018	H:Ativo
Arquivado Definitivamente Comunicado CG nº 1789/2017	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:470/473	H:Ativo
Expedição de documento e-mail à Perita	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Decorrido O Prazo De Piraci Ubiratan De Oliveira Junior Em 08/05/2015 23:59:59	H:Ativo
Arquivamento Provisório - Cumprimento de Sentença Digital	H:Suspenso
Trânsito em Julgado às partes Certidão - Trânsito em Julgado	H:Arquivado
Conclusos para Despacho	H:Ativo
Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Início da Execução Juntado 0007734-46.2018.8.26.0624 - Cumprimento de sentença	H:Arquivado
Mandado de Levantamento Expedido Certidão - Expedição de mandado de levantamento	H:Ativo
Petição Juntada Nº Protocolo: WFPA.19.70036344-9 Tipo da Petição: Petições Diversas Data: 31/01/2019 15:35	H:Ativo
Baixa Definitiva Processo baixado conforme expediente 2011/14047	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Trânsito em Julgado às partes - Proc. em Andamento Nova Certidão - Trânsito e Arquivamento	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente - Execução Frustrada	H:Arquivado
Serventuário Aguardando n° EP	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 07/03/2019 devido à alteração da tabela de feriados	H:Ativo
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara Cível	H:Arquivado
Arquivamento Provisório - Cumprimento de Sentença Digital	H:Suspenso
Baixa Definitiva	H:Arquivado
Arquivado Definitivamente 1,2,3 +1 apenso - cx 6259/16	H:Arquivado
Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Execução de Título Extrajudicial - Número: 80034 - Protocolo: FBDO19000104770	H:Ativo
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Certidão de Publicação Expedida Relação :1760/2018 Data da Disponibilização: 13/09/2018 Data da Publicação: 14/09/2018 Número do Diário: 2658 Página: 2942/2944	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Início da Execução 	H:Ativo
Certidão de Cartório Expedida Certidão - nada	H:Ativo
Arquivado Definitivamente	H:Arquivado
Conclusos para Despacho Tipo de local de destino: Juiz de Direito Especificação do local de destino: Simone Curado Ferreira Oliveira Vencimento: 20/04/2018	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ	H:Ativo
Conclusos Para Voto/Decisão (Gabinete Do Ministro Douglas Alencar Rodrigues)	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. transitou em julgado. Certifico ainda, que não havendo atos a cumprir, o processo foi baixado definitivamente no sistema e arquivado. São Paulo, 05 de dezembro de 2018, Elaine Nossa Sotério, Escrevente Técnico Judiciário, subscrevo.	H:Arquivado
Certidão de Publicação Expedida Relação :0802/2017 Data da Disponibilização: 10/11/2017 Data da Publicação: 13/11/2017 Número do Diário: 2467 Página:	H:Ativo
Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:240/246	H:Ativo
Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível	H:Arquivado
Certidão de Publicação Expedida Relação :0004/2019 Data da Disponibilização: 01/02/2019 Data da Publicação: 04/02/2019 Número do Diário: 2740 Página: 1836/1841	H:Ativo
Tipo do Movimento:Digitação de Documentos 	H:Ativo
Arquivado Definitivamente	H:Arquivado
Juntada de Documento Nº Protocolo: WRLA.19.70000195-4 Tipo da Petição: Manifestação do Autor Data: 10/01/2019 23:56	H:Ativo
Certidão de Publicação Expedida Relação :0155/2018 Data da Disponibilização: 11/04/2018 Data da Publicação: 12/04/2018 Número do Diário: 2553 Página: 1543/1546	H:Suspenso
Certidão de Cartório Expedida Certifico e dou fé que decorreu mais de 365 dias da data da emissão do mandado de levantamento nº 561/2017, expedido às fls. 367, sem que a parte interessada procedesse a sua retirada. Certifico mais que, nos termos do disposto no artigo 1.114 das NSCGJ, procedi ao cancelamento do referido mandado. Nada Mais.	H:Arquivado
Contrarrazões Juntada Nº Protocolo: WSBL.19.70006143-4 Tipo da Petição: Contrarrazões de Apelação Data: 22/03/2019 16:54	H:Ativo
Ofício Juntado	H:Ativo
Carta de Intimação Expedida Carta - Intimação - Genérica - Execução Fiscal	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Guia de Recolhimento Juntada	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0678/2018 Data da Disponibilização: 07/12/2018 Data da Publicação: 10/12/2018 Número do Diário: 2713 Página: 1593/1594	H:Suspenso
Execução Frustrada	H:Suspenso
Arquivado Provisoriamente - Execução Frustrada	H:Suspenso
Arquivado Definitivamente Caixa nº 4645/2018	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados remessa ao arquivo 01/02/2017	H:Arquivado
Ofício Juntado Banco do Brasil	H:Arquivado
Baixa Definitiva	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0472/2018 Data da Disponibilização: 06/12/2018 Data da Publicação: 07/12/2018 Número do Diário: 2712 Página: 1613/1617	H:Ativo
Tipo do Movimento:Juntada - Petição Número do Documento:201901496749 - Proger Regional de Jacarepaguá	H:Ativo
Certidão de Publicação Expedida Relação :1461/2016 Data da Disponibilização: 23/09/2016 Data da Publicação: 26/09/2016 Número do Diário: 2207 Página: 1120/1153	H:Ativo
Certidão de Publicação Expedida Relação :0146/2019 Data da Disponibilização: 19/03/2019 Data da Publicação: 20/03/2019 Número do Diário: Página:	H:Ativo
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 12ª Vara de Fazenda Pública	H:Ativo
Remetido ao DJE Relação: 0097/2019 Teor do ato: Vistos. Fls. 439/440 Ciência aos exequentes. Defiro prazo de 30 dias requerido pela Fazenda Pública. Intime-se. Advogados(s): Carlos Alberto Branco (OAB 143911/SP), Fabiano Sobrinho (OAB 220534/SP)	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Remetido ao DJE Relação: 0283/2019 Teor do ato: Vistos. Fls. 566: os leilões eletrônicos restaram negativos. No mais, manifeste-se o exequente em termos de prosseguimento do feito. Para constar, há distribuição de ação por dependência a estes (autos n. 1000240-49.2019 - Embargos de Terceiros). Int. Advogados(s): Alvaro Fabiano Toledo Simões (OAB 204010/SP), Alcir Policarpo de Souza (OAB 47149/SP)	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Decurso de Prazo sem manifestação	H:Suspenso
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8465Maço recebido pelo arquivo em:14/08/2018Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Arquivado Definitivamente 1º Volume F9001970730889 Pacote Nº 6208/2018 2º Volume F9001970730890 Pacote Nº 6208/2018	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Recebidos os Autos do Tribunal de Justiça Data do julgamento: 07/11/2017 Trânsito em julgado: Tipo de julgamento: Acórdão Decisão: Reexame necessário não provido e provido o recurso voluntário da FESP Situação do provimento: Não-Provimento Relator: Camargo Pereira	H:Ativo
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados ARQUIVADO EM 27.01.16 - MAÇO 3342/16	H:Arquivado
Suspensão do Prazo Prazo referente à movimentação foi alterado para 28/06/2018 devido à alteração da tabela de feriados	H:Ativo
Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara Cível	H:Ativo
Contestação Juntada Nº Protocolo: WSTA.17.70575719-2 Tipo da Petição: Contestação Data: 27/11/2017 14:01	H:Ativo
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80000 - Protocolo: FFPA18002228336	H:Ativo
Recebidos os Autos do Arquivo Geral	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara	H:Ativo
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Monitória - Número: 80013 - Protocolo: FARC18000712203	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Certidão de Cartório Expedida Certidão - Genérica	H:Suspenso
